"Level","Region/Subregion","Indicator","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Subregion","South America","Unknown Mechanism Rate",,,,,,,,,,,,,,,,0.9,0.8,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.8,0.8,0.8
"Subregion","Southern Africa","Estimated Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimated Homicide Count: Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimated Homicide Count: Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Male Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Female Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Africa","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Southern Asia","Estimated Homicide Count",59519,64204,65528,63933,63706,62885,63909,64834,67822,65594,65446,64823,63769,61967,65337,63587,64926,65385,68331,67791,68371,70219,70765,69493,70649,64396,60277,64960
"Subregion","Southern Asia","Homicide Rate",5,5.3,5.3,5,4.9,4.8,4.7,4.7,4.8,4.6,4.5,4.4,4.2,4,4.2,4,4,4,4.1,4,4,4.1,4,3.9,3.9,3.5,3.3,3.5
"Subregion","Southern Asia","Estimated Homicide Count: Male",41506,44714,45616,44516,44362,43796,44531,45186,47246,46135,45486,44632,44202,42420,43859,42828,43428,42211,44310,42472,42994,43507,44122,43224,44242,40422,35760,39631
"Subregion","Southern Asia","Estimated Homicide Count: Female",18013,19490,19912,19417,19344,19089,19378,19648,20575,19459,19959,20191,19567,19547,21478,20759,21498,23173,24021,25319,25377,26712,26642,26269,26407,23973,24517,25329
"Subregion","Southern Asia","Male Homicide Rate",6.8,7.1,7.1,6.8,6.6,6.4,6.4,6.4,6.5,6.3,6.1,5.8,5.7,5.4,5.5,5.2,5.2,5,5.2,4.9,4.9,4.9,4.9,4.7,4.8,4.3,3.8,4.1
"Subregion","Southern Asia","Female Homicide Rate",3.1,3.3,3.3,3.2,3.1,3,3,3,3,2.8,2.8,2.8,2.7,2.6,2.9,2.7,2.8,2.9,3,3.1,3.1,3.2,3.1,3,3,2.7,2.7,2.8
"Subregion","Southern Asia","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,1295,1348,1290,1371,1267,1269,1218,1362,1338,1271,1323,1074,1118
"Subregion","Southern Asia","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,14570,13927,14033,14310,14865,15547,15436,15674,16064,15960,14671,13092,14707
"Subregion","Southern Asia","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,16687,16994,16475,17330,16708,16565,16624,16607,16928,17804,16200,13941,15332
"Subregion","Southern Asia","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,7224,7907,7345,7999,6854,6617,7185,6915,5923,6436,5922,5504,6201
"Subregion","Southern Asia","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,3053,3252,3069,3300,2779,2997,3043,3564,2971,2770,2307,2150,2275
"Subregion","Southern Asia","Male 0-14 Rate",,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.4,0.4
"Subregion","Southern Asia","Male 15-29 Rate",,,,,,,,,,,,,,,,6.3,5.9,5.9,5.9,6.1,6.3,6.2,6.2,6.3,6.2,5.7,5,5.5
"Subregion","Southern Asia","Male 30-44 Rate",,,,,,,,,,,,,,,,10.5,10.5,10,10.3,9.8,9.5,9.3,9.1,9,9.3,8.3,7,7.6
"Subregion","Southern Asia","Male 45-59 Rate",,,,,,,,,,,,,,,,7.5,8,7.2,7.5,6.3,5.9,6.2,5.8,4.9,5.2,4.6,4.3,4.7
"Subregion","Southern Asia","Male 60 or more Rate",,,,,,,,,,,,,,,,5.6,5.8,5.3,5.6,4.6,4.8,4.7,5.3,4.2,3.8,3.1,2.8,2.9
"Subregion","Southern Asia","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,2240,2370,2523,2629,3322,2074,2018,2257,3072,1973,2383,2187,2394
"Subregion","Southern Asia","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,6282,6076,6823,6954,7678,8345,8839,8173,8680,8885,8036,8014,8298
"Subregion","Southern Asia","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,6166,6523,6944,7236,7286,7773,7808,7335,7409,8344,7035,7603,8314
"Subregion","Southern Asia","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,3157,3402,3583,3751,3668,3625,4205,4723,3674,4171,3803,3692,3403
"Subregion","Southern Asia","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,2913,3126,3301,3451,3365,3560,3842,4154,3435,3033,2716,3022,2920
"Subregion","Southern Asia","Female 0-14 Rate",,,,,,,,,,,,,,,,0.9,0.9,1,1,1.3,0.8,0.8,0.9,1.2,0.8,0.9,0.8,0.9
"Subregion","Southern Asia","Female 15-29 Rate",,,,,,,,,,,,,,,,2.9,2.8,3,3.1,3.3,3.6,3.8,3.5,3.7,3.7,3.3,3.3,3.4
"Subregion","Southern Asia","Female 30-44 Rate",,,,,,,,,,,,,,,,4.2,4.3,4.5,4.6,4.5,4.7,4.6,4.2,4.2,4.6,3.8,4,4.3
"Subregion","Southern Asia","Female 45-59 Rate",,,,,,,,,,,,,,,,3.5,3.6,3.7,3.7,3.5,3.4,3.8,4.2,3.2,3.5,3.1,3,2.7
"Subregion","Southern Asia","Female 60 or more Rate",,,,,,,,,,,,,,,,5.1,5.3,5.5,5.6,5.3,5.4,5.6,5.9,4.7,4,3.5,3.8,3.6
"Subregion","Southern Asia","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,15796,17056,16601,22246,15248,12156,12311,12435,11617,13821,12383,11544,12622
"Subregion","Southern Asia","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,20113,21472,21051,20005,21672,23614,23963,22229,20806,16446,16747,16863,19781
"Subregion","Southern Asia","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,11480,12756,12239,11467,12384,12073,13087,14668,14110,16006,13519,11524,10401
"Subregion","Southern Asia","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,16199,13642,15494,14614,18487,20528,20858,21432,22960,24376,21746,20346,22156
"Subregion","Southern Asia","Firearms Rate",,,,,,,,,,,,,,,,1,1.1,1,1.3,0.9,0.7,0.7,0.7,0.7,0.8,0.7,0.6,0.7
"Subregion","Southern Asia","Other Mechanism Rate",,,,,,,,,,,,,,,,1.3,1.3,1.3,1.2,1.3,1.4,1.4,1.3,1.2,0.9,0.9,0.9,1.1
"Subregion","Southern Asia","Sharp Objects Rate",,,,,,,,,,,,,,,,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.7,0.6,0.6
"Subregion","Southern Asia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,1,0.8,0.9,0.9,1.1,1.2,1.2,1.2,1.3,1.4,1.2,1.1,1.2
"Subregion","Southern Europe","Estimated Homicide Count",3372,3803,3240,2753,2457,2651,2563,3650,2992,2720,2341,2355,2224,2271,2126,2018,1942,2009,1849,1789,1789,1746,1727,1552,1439,1341,1247,1269
"Subregion","Southern Europe","Homicide Rate",2.3,2.6,2.2,1.9,1.7,1.8,1.7,2.5,2,1.9,1.6,1.6,1.5,1.5,1.4,1.3,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1,0.9,0.9,0.8,0.8
"Subregion","Southern Europe","Estimated Homicide Count: Male",2774,3103,2600,2159,1945,2059,1960,2925,2341,2118,1765,1772,1647,1657,1515,1519,1379,1446,1362,1293,1248,1256,1219,1028,982,901,820,846
"Subregion","Southern Europe","Estimated Homicide Count: Female",598,700,640,594,511,592,603,725,652,602,576,582,577,615,611,499,563,563,487,496,541,489,508,524,457,440,427,423
"Subregion","Southern Europe","Male Homicide Rate",3.9,4.3,3.6,3,2.7,2.9,2.7,4.1,3.3,2.9,2.5,2.4,2.3,2.3,2,2,1.8,1.9,1.8,1.7,1.6,1.6,1.6,1.4,1.3,1.2,1.1,1.1
"Subregion","Southern Europe","Female Homicide Rate",0.8,0.9,0.9,0.8,0.7,0.8,0.8,1,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.7,0.7,0.6,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.5,0.5
"Subregion","Southern Europe","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,47,42,45,40,50,38,44,30,28,45,29,26,29
"Subregion","Southern Europe","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,331,307,326,274,279,248,260,237,240,193,168,154,161
"Subregion","Southern Europe","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,540,464,489,494,434,445,408,405,313,302,277,264,264
"Subregion","Southern Europe","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,373,351,352,337,303,332,313,344,254,241,232,217,221
"Subregion","Southern Europe","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,229,214,233,216,227,185,232,203,194,201,194,158,171
"Subregion","Southern Europe","Male 0-14 Rate",,,,,,,,,,,,,,,,0.4,0.4,0.4,0.3,0.4,0.3,0.4,0.3,0.2,0.4,0.2,0.2,0.2
"Subregion","Southern Europe","Male 15-29 Rate",,,,,,,,,,,,,,,,2.2,2.1,2.3,1.9,2,1.8,1.9,1.8,1.9,1.5,1.4,1.2,1.3
"Subregion","Southern Europe","Male 30-44 Rate",,,,,,,,,,,,,,,,3,2.5,2.7,2.7,2.4,2.4,2.3,2.3,1.8,1.8,1.7,1.6,1.6
"Subregion","Southern Europe","Male 45-59 Rate",,,,,,,,,,,,,,,,2.5,2.3,2.3,2.2,1.9,2.1,1.9,2.1,1.5,1.4,1.4,1.3,1.3
"Subregion","Southern Europe","Male 60 or more Rate",,,,,,,,,,,,,,,,1.5,1.4,1.5,1.4,1.4,1.1,1.4,1.2,1.1,1.2,1.1,0.9,1
"Subregion","Southern Europe","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,23,30,30,24,27,29,20,28,25,29,22,24,23
"Subregion","Southern Europe","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,77,86,91,80,74,78,77,72,97,59,56,62,59
"Subregion","Southern Europe","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,136,153,142,121,137,144,133,118,108,113,115,105,106
"Subregion","Southern Europe","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,128,136,143,124,109,131,108,111,116,96,100,113,103
"Subregion","Southern Europe","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,136,158,157,137,148,159,150,179,179,159,147,124,133
"Subregion","Southern Europe","Female 0-14 Rate",,,,,,,,,,,,,,,,0.2,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2
"Subregion","Southern Europe","Female 15-29 Rate",,,,,,,,,,,,,,,,0.5,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.8,0.5,0.5,0.5,0.5
"Subregion","Southern Europe","Female 30-44 Rate",,,,,,,,,,,,,,,,0.8,0.9,0.8,0.7,0.8,0.8,0.8,0.7,0.6,0.7,0.7,0.6,0.6
"Subregion","Southern Europe","Female 45-59 Rate",,,,,,,,,,,,,,,,0.9,0.9,0.9,0.8,0.7,0.8,0.7,0.7,0.7,0.6,0.6,0.7,0.6
"Subregion","Southern Europe","Female 60 or more Rate",,,,,,,,,,,,,,,,0.7,0.8,0.8,0.7,0.7,0.8,0.7,0.8,0.8,0.7,0.7,0.6,0.6
"Subregion","Southern Europe","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,796,747,755,714,640,689,600,611,537,468,438,389,404
"Subregion","Southern Europe","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,450,446,468,430,462,397,537,482,410,419,384,340,360
"Subregion","Southern Europe","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,523,525,519,495,502,526,485,453,415,400,350,363,363
"Subregion","Southern Europe","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,249,224,266,210,185,176,124,180,189,152,169,156,142
"Subregion","Southern Europe","Firearms Rate",,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3
"Subregion","Southern Europe","Other Mechanism Rate",,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2
"Subregion","Southern Europe","Sharp Objects Rate",,,,,,,,,,,,,,,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2
"Subregion","Southern Europe","Unknown Mechanism Rate",,,,,,,,,,,,,,,,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Subregion","Western Africa","Estimated Homicide Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimated Homicide Count: Male",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimated Homicide Count: Female",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Male Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Female Homicide Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Male 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Male 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Male 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Male 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Male 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Female 0-14 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Female 15-29 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Female 30-44 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Female 45-59 Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Female 60 or more Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Firearms Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Other Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Sharp Objects Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Africa","Unknown Mechanism Rate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Subregion","Western Asia","Estimated Homicide Count",5769,6004,7054,6866,6748,6377,6441,6394,6416,6933,6912,7695,8258,8456,8714,9591,9498,9952,10747,9116,8733,9024,9545,10414,10260,10448,10555,10699
"Subregion","Western Asia","Homicide Rate",3.9,3.9,4.5,4.3,4.1,3.8,3.8,3.7,3.6,3.8,3.7,4.1,4.3,4.3,4.3,4.7,4.5,4.6,4.8,4,3.8,3.8,3.9,4.2,4.1,4,4,4
"Subregion","Western Asia","Estimated Homicide Count: Male",4594,4785,5623,5479,5370,5076,5115,5095,5114,5532,5490,6118,6571,6717,6922,7685,7665,8077,9030,6408,7025,7244,7745,8480,8269,8429,8493,8623
"Subregion","Western Asia","Estimated Homicide Count: Female",1174,1219,1431,1387,1377,1301,1326,1300,1302,1401,1422,1577,1687,1739,1792,1907,1833,1875,1716,2708,1708,1781,1800,1933,1991,2019,2062,2075
"Subregion","Western Asia","Male Homicide Rate",6.1,6.2,7.1,6.7,6.5,6,5.9,5.8,5.7,6,5.8,6.4,6.7,6.7,6.7,7.3,7.1,7.2,7.9,5.4,5.8,5.8,6.1,6.6,6.3,6.3,6.2,6.2
"Subregion","Western Asia","Female Homicide Rate",1.6,1.6,1.9,1.8,1.7,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.8,1.8,1.8,1.9,1.8,1.8,1.6,2.5,1.5,1.6,1.5,1.6,1.6,1.6,1.6,1.6
"Subregion","Western Asia","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,95,176,119,225,129,213,280,166,200,193,191,192,197
"Subregion","Western Asia","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,2683,2677,2949,3330,2397,2622,2787,3194,3260,3011,3158,3203,3252
"Subregion","Western Asia","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,2806,2767,2851,3131,2182,2520,2481,2628,3166,3167,3075,3089,3126
"Subregion","Western Asia","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,1381,1305,1423,1552,1145,1115,1210,1251,1231,1195,1399,1358,1410
"Subregion","Western Asia","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,721,740,735,792,555,555,486,506,624,702,607,651,638
"Subregion","Western Asia","Male 0-14 Rate",,,,,,,,,,,,,,,,0.3,0.5,0.3,0.6,0.4,0.6,0.7,0.4,0.5,0.5,0.5,0.5,0.5
"Subregion","Western Asia","Male 15-29 Rate",,,,,,,,,,,,,,,,8.9,8.6,9.3,10.2,7.2,7.8,8.1,9.2,9.3,8.5,8.9,8.9,8.8
"Subregion","Western Asia","Male 30-44 Rate",,,,,,,,,,,,,,,,12.8,12.1,11.9,12.4,8.3,9.1,8.7,8.9,10.4,10.1,9.5,9.4,9.3
"Subregion","Western Asia","Male 45-59 Rate",,,,,,,,,,,,,,,,12,10.8,11.3,11.7,8.2,7.6,7.9,7.8,7.4,6.9,7.7,7.4,7.5
"Subregion","Western Asia","Male 60 or more Rate",,,,,,,,,,,,,,,,10.4,10.5,10.2,10.7,7.3,7.1,6,6,7.1,7.8,6.4,6.8,6.5
"Subregion","Western Asia","Estimate: Female 0-14 Count",,,,,,,,,,,,,,,,123,151,155,156,226,183,142,150,131,149,159,179,169
"Subregion","Western Asia","Estimate: Female 15-29 Count",,,,,,,,,,,,,,,,578,551,607,470,862,521,515,516,563,582,536,541,534
"Subregion","Western Asia","Estimate: Female 30-44 Count",,,,,,,,,,,,,,,,533,537,507,495,783,539,547,486,524,568,573,621,603
"Subregion","Western Asia","Estimate: Female 45-59 Count",,,,,,,,,,,,,,,,294,276,252,275,419,223,290,275,381,350,353,351,356
"Subregion","Western Asia","Estimate: Female 60 or more Count",,,,,,,,,,,,,,,,378,317,354,320,418,242,287,373,335,343,398,369,412
"Subregion","Western Asia","Female 0-14 Rate",,,,,,,,,,,,,,,,0.4,0.4,0.5,0.5,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4
"Subregion","Western Asia","Female 15-29 Rate",,,,,,,,,,,,,,,,2.1,1.9,2.1,1.6,2.8,1.7,1.6,1.6,1.8,1.8,1.7,1.7,1.6
"Subregion","Western Asia","Female 30-44 Rate",,,,,,,,,,,,,,,,2.8,2.7,2.5,2.3,3.6,2.4,2.3,2,2.1,2.2,2.2,2.3,2.2
"Subregion","Western Asia","Female 45-59 Rate",,,,,,,,,,,,,,,,2.6,2.4,2.1,2.2,3.2,1.6,2,1.9,2.5,2.2,2.2,2.1,2.1
"Subregion","Western Asia","Female 60 or more Rate",,,,,,,,,,,,,,,,4.7,3.9,4.2,3.7,4.7,2.6,3,3.8,3.3,3.2,3.6,3.3,3.6
"Subregion","Western Asia","Estimated Homicide Count: Firearms",,,,,,,,,,,,,,,,2644,2723,2838,2984,2407,2513,2569,2911,3084,2744,3174,2860,3085
"Subregion","Western Asia","Estimated Homicide Count: Other Mechanisms",,,,,,,,,,,,,,,,2102,2125,2164,2405,2127,1810,2064,2074,2232,1927,1750,2015,1858
"Subregion","Western Asia","Estimated Homicide Count: Sharp Objects",,,,,,,,,,,,,,,,4146,3951,4283,4522,4141,3855,3834,4335,4676,4043,4248,3987,3962
"Subregion","Western Asia","Estimated Homicide Count: Unknown Mechanisms",,,,,,,,,,,,,,,,700,699,668,835,441,556,558,225,422,1547,1276,1693,1794
"Subregion","Western Asia","Firearms Rate",,,,,,,,,,,,,,,,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.2,1.2,1.1,1.2,1.1,1.2
"Subregion","Western Asia","Other Mechanism Rate",,,,,,,,,,,,,,,,1,1,1,1.1,0.9,0.8,0.9,0.9,0.9,0.8,0.7,0.8,0.7
"Subregion","Western Asia","Sharp Objects Rate",,,,,,,,,,,,,,,,2,1.9,2,2,1.8,1.7,1.6,1.8,1.9,1.6,1.6,1.5,1.5
"Subregion","Western Asia","Unknown Mechanism Rate",,,,,,,,,,,,,,,,0.3,0.3,0.3,0.4,0.2,0.2,0.2,0.1,0.2,0.6,0.5,0.6,0.7
"Subregion","Western Europe","Estimated Homicide Count",2971,3183,3242,3296,3215,3204,2939,2653,2443,2526,2614,2622,2746,2405,2458,2374,2165,2207,2217,2072,2043,2076,1917,1909,1932,2139,2211,1994
"Subregion","Western Europe","Homicide Rate",1.7,1.8,1.8,1.8,1.8,1.8,1.6,1.5,1.3,1.4,1.4,1.4,1.5,1.3,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1,1,1,1.1,1.1,1
"Subregion","Western Europe","Estimated Homicide Count: Male",1745,1866,1912,1958,1876,1864,1729,1553,1454,1494,1503,1576,1596,1416,1431,1398,1237,1279,1316,1193,1162,1212,1140,1068,1131,1244,1239,1160
"Subregion","Western Europe","Estimated Homicide Count: Female",1225,1317,1330,1338,1339,1340,1210,1100,989,1032,1111,1046,1150,989,1027,976,928,928,901,879,881,864,777,841,801,896,972,834
"Subregion","Western Europe","Male Homicide Rate",2,2.2,2.2,2.2,2.1,2.1,2,1.7,1.6,1.7,1.7,1.8,1.8,1.6,1.6,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.1,1.2,1.3,1.3,1.2
"Subregion","Western Europe","Female Homicide Rate",1.4,1.5,1.5,1.5,1.5,1.4,1.3,1.2,1.1,1.1,1.2,1.1,1.2,1,1.1,1,1,1,0.9,0.9,0.9,0.9,0.8,0.9,0.8,0.9,1,0.8
"Subregion","Western Europe","Estimate: Male 0-14 Count",,,,,,,,,,,,,,,,119,105,109,105,97,104,113,117,88,95,106,93,95
"Subregion","Western Europe","Estimate: Male 15-29 Count",,,,,,,,,,,,,,,,328,290,305,312,274,274,298,248,254,231,284,295,282
"Subregion","Western Europe","Estimate: Male 30-44 Count",,,,,,,,,,,,,,,,400,356,366,392,351,313,333,333,296,324,352,333,291
"Subregion","Western Europe","Estimate: Male 45-59 Count",,,,,,,,,,,,,,,,341,302,315,316,289,291,299,274,247,292,295,297,283
"Subregion","Western Europe","Estimate: Male 60 or more Count",,,,,,,,,,,,,,,,209,185,184,190,181,181,169,168,182,189,207,221,209
