"Country","Region","Indicator","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Azerbaijan","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,64,67,64,89,92,88
"Azerbaijan","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,36,40,23,31,28,34
"Azerbaijan","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,4,8,8,9,15,8
"Azerbaijan","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Azerbaijan","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,2,0,1,2,0,
"Azerbaijan","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,1,1,1,3,1,1
"Azerbaijan","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,2,1,0,3,1,3
"Azerbaijan","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,4,4,2,6,8,8
"Azerbaijan","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,2,3,3,,0,1
"Azerbaijan","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,0,0,0,,0,2
"Azerbaijan","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,,211,279,238,234
"Azerbaijan","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,,3,5,3,1
"Azerbaijan","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,,202,265,228,219
"Azerbaijan","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,,9,14,10,15
"Azerbaijan","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,3,5,3,1
"Azerbaijan","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,0,,0,
"Azerbaijan","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,184,249,205,202
"Azerbaijan","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,35,35,30,31,36,31
"Azerbaijan","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,1,1,0,4,,2
"Azerbaijan","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,0,,,
"Azerbaijan","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,0,,,
"Azerbaijan","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,0,,,
"Azerbaijan","Asia","Persons Convicted for Intentional Homicide",,311,326,269,295,277,,331,,288,353,279,,332,
"Azerbaijan","Asia","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Azerbaijan","Asia","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Azerbaijan","Asia","Rate: Convicted",,3.7,3.8,3.1,3.4,3.1,,3.7,,3.1,3.8,2.9,,3.4,
"Azerbaijan","Asia","Rate: Male Convicted",,,,,,,,,,,,,,,
"Azerbaijan","Asia","Rate: Female Convicted",,,,,,,,,,,,,,,
"Bahamas","Americas","Persons Brought into Formal Contact",,,,,80,65,89,87,,,,,,,
"Bahamas","Americas","Male Brought into Formal Contact",,,,,74,64,86,79,,,,,,,
"Bahamas","Americas","Female Brought into Formal Contact",,,,,6,1,3,8,,,,,,,
"Bahamas","Americas","Rate: Persons Brought into Formal Contact",,,,,23.4,18.6,25.1,24.1,,,,,,,
"Bahamas","Americas","Rate: Male Brought into Formal Contact",,,,,44.3,37.6,49.6,44.8,,,,,,,
"Bahamas","Americas","Rate: Female Brought into Formal Contact",,,,,42.3,35.9,47.4,42.8,,,,,,,
"Bahamas","Americas","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahamas","Americas","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Bahamas","Americas","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Bahamas","Americas","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Bahamas","Americas","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Bahamas","Americas","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Bahamas","Americas","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Bahamas","Americas","Persons Convicted for Intentional Homicide",,,,,,10,4,6,,,,,,,
"Bahamas","Americas","Male Convicted for Intentional Homicide",,,,,,10,3,5,,,,,,,
"Bahamas","Americas","Female Convicted for Intentional Homicide",,,,,,0,1,1,,,,,,,
"Bahamas","Americas","Rate: Convicted",,,,,,2.9,1.1,1.7,,,,,,,
"Bahamas","Americas","Rate: Male Convicted",,,,,,5.9,1.7,2.8,,,,,,,
"Bahamas","Americas","Rate: Female Convicted",,,,,,0,0.6,0.5,,,,,,,
"Bahrain","Asia","Persons Brought into Formal Contact",3,7,,,4,6,,,,,,,,,
"Bahrain","Asia","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Rate: Persons Brought into Formal Contact",0.4,0.8,,,0.4,0.5,,,,,,,,,
"Bahrain","Asia","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Bahrain","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Bahrain","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Bahrain","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Bahrain","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Bahrain","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Bahrain","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Bahrain","Asia","Persons Convicted for Intentional Homicide",1,,,,,,,,,,,,,,
"Bahrain","Asia","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Bahrain","Asia","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Bahrain","Asia","Rate: Convicted",0.1,,,,,,,,,,,,,,
"Bahrain","Asia","Rate: Male Convicted",,,,,,,,,,,,,,,
"Bahrain","Asia","Rate: Female Convicted",,,,,,,,,,,,,,,
"Bangladesh","Asia","Persons Brought into Formal Contact",,,6241,6614,,,,,,,,,,,
"Bangladesh","Asia","Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Rate: Persons Brought into Formal Contact",,,4.4,4.5,,,,,,,,,,,
"Bangladesh","Asia","Rate: Male Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Rate: Female Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Bangladesh","Asia","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Bangladesh","Asia","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Bangladesh","Asia","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Bangladesh","Asia","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Bangladesh","Asia","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Bangladesh","Asia","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Bangladesh","Asia","Persons Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Bangladesh","Asia","Male Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Bangladesh","Asia","Female Convicted for Intentional Homicide",,,,,,,,,,,,,,,
"Bangladesh","Asia","Rate: Convicted",,,,,,,,,,,,,,,
"Bangladesh","Asia","Rate: Male Convicted",,,,,,,,,,,,,,,
"Bangladesh","Asia","Rate: Female Convicted",,,,,,,,,,,,,,,
"Barbados","Americas","Persons Brought into Formal Contact",,,,,21,23,20,29,22,19,21,31,31,,
"Barbados","Americas","Male Brought into Formal Contact",,,,,19,23,19,29,22,18,21,31,31,,
"Barbados","Americas","Female Brought into Formal Contact",,,,,2,0,1,0,0,1,0,0,0,,
"Barbados","Americas","Rate: Persons Brought into Formal Contact",,,,,7.6,8.3,7.2,10.4,7.8,6.7,7.4,10.9,10.9,,
"Barbados","Americas","Rate: Male Brought into Formal Contact",,,,,14.3,17.3,14.2,21.6,16.3,13.3,15.5,22.8,22.8,,
"Barbados","Americas","Rate: Female Brought into Formal Contact",,,,,13.2,15.9,13.1,19.9,15.1,12.3,14.3,21,20.9,,
"Barbados","Americas","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Male 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Male 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Male 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Male 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Male 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Male over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Female 0-17 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Female 18-24 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Female 25-29 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Female 30-44 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Female 45-59 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Female over 60 Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Barbados","Americas","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,,,,,,
"Barbados","Americas","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,,,,,,
"Barbados","Americas","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,,,,,,
"Barbados","Americas","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Barbados","Americas","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Barbados","Americas","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Barbados","Americas","Persons Convicted for Intentional Homicide",,,,,2,0,0,2,1,1,2,2,0,,
"Barbados","Americas","Male Convicted for Intentional Homicide",,,,,2,0,0,2,1,1,2,2,0,,
"Barbados","Americas","Female Convicted for Intentional Homicide",,,,,0,0,0,0,0,0,0,0,0,,
"Barbados","Americas","Rate: Convicted",,,,,0.7,0,0,0.7,0.4,0.4,0.7,0.7,0,,
"Barbados","Americas","Rate: Male Convicted",,,,,1.5,0,0,1.5,0.7,0.7,1.5,1.5,0,,
"Barbados","Americas","Rate: Female Convicted",,,,,0,0,0,0,0,0,0,0,0,,
"Belarus","Europe","Persons Brought into Formal Contact",944,897,683,635,885,693,610,515,420,369,420,486,,,
"Belarus","Europe","Male Brought into Formal Contact",,,,,724,590,516,446,353,303,357,413,,,
"Belarus","Europe","Female Brought into Formal Contact",,,,,161,103,94,69,67,66,63,73,,,
"Belarus","Europe","Rate: Persons Brought into Formal Contact",9.7,9.3,7.1,6.6,9.3,7.3,6.4,5.4,4.4,3.9,4.4,5.1,,,
"Belarus","Europe","Rate: Male Brought into Formal Contact",,,,,16.3,13.3,11.7,10.1,8,6.9,8.1,9.4,,,
"Belarus","Europe","Rate: Female Brought into Formal Contact",,,,,14.2,11.6,10.2,8.8,7,6,7,8.1,,,
"Belarus","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Belarus","Europe","Male 0-17 Brought into Formal Contact",,,,,,,,,,9,7,8,,,
"Belarus","Europe","Male 18-24 Brought into Formal Contact",,,,,,,,,,70,73,66,,,
"Belarus","Europe","Male 25-29 Brought into Formal Contact",,,,,,,,,,34,41,66,,,
"Belarus","Europe","Male 30-44 Brought into Formal Contact",,,,,,,,,,101,123,137,,,
"Belarus","Europe","Male 45-59 Brought into Formal Contact",,,,,,,,,,68,93,108,,,
"Belarus","Europe","Male over 60 Brought into Formal Contact",,,,,,,,,,21,20,28,,,
"Belarus","Europe","Female 0-14 Brought into Formal Contact",,,,,,,,,,,,,,,
"Belarus","Europe","Female 0-17 Brought into Formal Contact",,,,,,,,,,1,1,1,,,
"Belarus","Europe","Female 18-24 Brought into Formal Contact",,,,,,,,,,7,5,10,,,
"Belarus","Europe","Female 25-29 Brought into Formal Contact",,,,,,,,,,13,10,11,,,
"Belarus","Europe","Female 30-44 Brought into Formal Contact",,,,,,,,,,30,29,29,,,
"Belarus","Europe","Female 45-59 Brought into Formal Contact",,,,,,,,,,11,16,16,,,
"Belarus","Europe","Female over 60 Brought into Formal Contact",,,,,,,,,,4,2,6,,,
"Belarus","Europe","Citizens Brought into Formal Contact",,,,,,,,,,362,408,469,,,
"Belarus","Europe","Foreigners Brought into Formal Contact",,,,,,,,,,7,12,17,,,
"Belarus","Europe","Male Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Belarus","Europe","Female Citizens Brought into Formal Contact",,,,,,,,,,,,,,,
"Belarus","Europe","Male Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Belarus","Europe","Female Foreigners Brought into Formal Contact",,,,,,,,,,,,,,,
"Belarus","Europe","Persons Brought into Formal Contact not Intoxicated",,,,,,,,,,81,92,87,,,
"Belarus","Europe","Persons Brought into Formal Contact Intoxicated by Alcohol",,,,,,,,,,288,325,398,,,
"Belarus","Europe","Persons Brought into Formal Contact Intoxicated by Illicit Drugs",,,,,,,,,,0,3,1,,,
"Belarus","Europe","Persons Brought into Formal Contact Intoxicated by Other Controlled Drugs or Psychoactive Substances",,,,,,,,,,,,,,,
"Belarus","Europe","Persons Brought into Formal Contact Intoxicated by a Combination of Psychoactive Substances",,,,,,,,,,,,,,,
"Belarus","Europe","Persons Brought into Formal Contact Intoxicated with Unknown Exposure to Psychoactive Substances",,,,,,,,,,,,,,,
"Belarus","Europe","Persons Convicted for Intentional Homicide",921,859,922,975,,,,,,,,464,,,
"Belarus","Europe","Male Convicted for Intentional Homicide",,,,,,,,,,,,398,,,
"Belarus","Europe","Female Convicted for Intentional Homicide",,,,,,,,,,,,66,,,
"Belarus","Europe","Rate: Convicted",9.5,8.9,9.6,10.2,,,,,,,,4.9,,,
"Belarus","Europe","Rate: Male Convicted",,,,,,,,,,,,9,,,
"Belarus","Europe","Rate: Female Convicted",,,,,,,,,,,,1.3,,,
"Belgium","Europe","Persons Brought into Formal Contact",,,,235,241,190,217,176,224,203,217,201,203,,
"Belgium","Europe","Male Brought into Formal Contact",,,,205,211,156,187,149,193,174,174,166,177,,
"Belgium","Europe","Female Brought into Formal Contact",,,,30,30,34,30,27,31,29,43,35,26,,
"Belgium","Europe","Rate: Persons Brought into Formal Contact",,,,2.2,2.3,1.8,2,1.6,2,1.8,1.9,1.8,1.8,,
"Belgium","Europe","Rate: Male Brought into Formal Contact",,,,3.9,4,2.9,3.5,2.8,3.6,3.2,3.2,3,3.2,,
"Belgium","Europe","Rate: Female Brought into Formal Contact",,,,3.8,3.9,2.8,3.4,2.7,3.4,3.1,3.1,2.9,3.1,,
"Belgium","Europe","Male 0-14 Brought into Formal Contact",,,,,,,,,,,0,1,0,,
"Belgium","Europe","Male 0-17 Brought into Formal Contact",,,,,,2,8,10,7,8,5,4,4,,
"Belgium","Europe","Male 18-24 Brought into Formal Contact",,,,,,35,46,32,35,36,45,42,34,,
"Belgium","Europe","Male 25-29 Brought into Formal Contact",,,,,,20,26,27,29,16,26,27,27,,
