"Level","UNODC_Name","Region","Subregion","Variable","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"Region","Africa","Africa","Africa","Proportion of polulation in countries with estimated data (mechanism)",,,,,,,,,,,,,,,,0.117921490198598,0.117277158539303,0.116686164640911,0.116139899739924,0.115626221215898,0.115135860628621,0.11466691500381,0.114218943882639,0.113786373171512,0.113363103708018,0.112944330811121,0.112483333489851,0.112111339211586
"Region","Africa","Africa","Africa","Estimated victims by firearm",,,,,,,,,,,,,,,,15267.1186882276,15199.5576784911,14949.5353055926,15181.9264972625,15224.9492153196,15022.5080996383,15273.6931102797,15896.6510131361,17297.8376303644,18047.5285555628,19270.8344729667,20798.8971253803,20235.2464213975
"Region","Africa","Africa","Africa","Estimated victims by knife or sharp objects",,,,,,,,,,,,,,,,70370.1031582912,73006.6593393666,74504.9520978464,76661.5110541006,78153.3281646376,79225.7864789555,80106.7070791297,94386.3023445741,85486.5386921032,91605.1577574128,91201.4779850195,93135.499280023,98031.5404532817
"Region","Africa","Africa","Africa","Estimated victims by other mechanisms",,,,,,,,,,,,,,,,31179.9816718842,32166.6232741923,32716.5853492294,33277.1404891493,33828.9485365828,35340.3364212424,38522.2088899407,27055.3712148976,38018.1895728939,35494.9730346812,37978.1606082447,38230.0452089805,39741.6549802385
"Region","Africa","Africa","Africa","Estimated victims by unknown mechanisms",,,,,,,,,,,,,,,,2902.23288125157,3094.13420167786,2960.11512355094,3043.77939182325,2948.92752498114,2888.82703216432,2911.62222331247,3485.23539733188,3571.00222670101,4181.01702452242,4542.88156798879,4877.18494586104,4719.01752503536
"Region","Americas","Americas","Americas","Estimates - Population",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Region","Americas","Americas","Americas","Total Population",726301012.636364,737325687.636364,748382953.636364,759497223.636364,770702815.636364,782012658.636364,793454257.636364,804988227.636364,816480279.636364,827750544.636364,838676362.636364,849190952.636364,859345135.636364,869278451.636364,879194725.636364,889238057.636364,899456035.636364,909793044.636364,920165017.636364,930443522.636364,940534820.636364,950414479.636364,960111662.285714,969652030.555556,979077557.719298,988419459.719298,997469005.719298,1006836087.7193
"Region","Americas","Americas","Americas","Male Population",359092811.117952,364511223.872939,369968190.544945,375470014.188756,381024629.060201,386631468.85449,392302284.713692,398019345.405921,403716984.661726,409307985.558214,414732656.121494,419958402.868491,425008614.978015,429948340.264307,434873442.761984,439851718.006118,444904687.401036,450006482.667901,455120305.41456,460189599.536871,465172904.034476,470059752.801441,474862773.172653,479592075.324595,484263911.889726,488890735.564261,493372251.595704,498014394.407954
"Region","Americas","Americas","Americas","Female Population",367208201.518412,372814463.763425,378414763.091419,384027209.447607,389678186.576162,395381189.781874,401151972.922672,406968882.230442,412763294.974637,418442559.078149,423943706.51487,429232549.767872,434336520.658349,439330111.372056,444321282.87438,449386339.630246,454551348.235328,459786561.968463,465044712.221804,470253923.099493,475361916.601887,480354726.834923,485248889.113061,490059955.23096,494813645.829572,499528724.155037,504096754.123594,508821693.311344
"Region","Americas","Americas","Americas","Males 0 to 14",113352902.394837,114467024.797852,115518900.256427,116473752.288604,117304956.420959,118008224.625109,118747964.204726,119336922.009107,119787717.745562,120128608.333368,120367197.773392,120454472.282063,120498416.861817,120467998.74121,120333213.60552,120102639.300329,120028586.214923,119850978.140648,119595448.070168,119305619.894752,118999273.361515,118634933.799529,118236310.196625,117827930.683145,117424800.738472,117038869.222413,118169796.132486,119339635.199956
"Region","Americas","Americas","Americas","Males 15 to 29",96746410.4436509,97435886.7827439,98108267.8468,98810515.2304063,99604063.868048,100530029.843732,101541678.630251,102684318.505652,103919672.413553,105184542.062259,106440377.318942,107615757.669038,108773569.734617,109931230.634481,111112089.34231,112325381.088468,113443864.651639,114551822.383259,115610113.148897,116565385.600937,117393402.645998,118257819.634762,118979929.853118,119563602.17248,120025430.276573,120375114.495165,121507027.462665,122678275.757158
"Region","Americas","Americas","Americas","Males 30 to 44",73271834.3595682,75253479.2839368,77208901.3270525,79130249.343824,80986964.2795651,82737054.0137489,84214721.504975,85574714.8256053,86819592.9070483,87953338.8657198,88980434.0307996,89920356.2762837,90743208.3890383,91487059.108385,92191821.6159367,92876937.750771,93557051.5910363,94257908.4596095,95008703.5652339,95841203.6545221,96766519.1436387,97803400.9583002,98954732.985729,100197654.198469,101498165.815604,102829481.48092,103771310.753074,104746977.102672
"Region","Americas","Americas","Americas","Males 45 to 59",41636362.2290445,42695153.7499386,43933551.2330307,45327227.4142576,46848320.3997329,48482882.6766535,50192899.9957727,52033794.1923789,53975873.0879892,55986458.3350402,58041181.9923559,60084816.8017948,62137157.9607409,64189883.3084122,66240542.2623582,68280795.5679481,70182909.857741,72089751.1317983,73958243.8762822,75730481.3641817,77371586.8741805,78746448.6348731,80019478.7185538,81200958.5399126,82313704.5491528,83374365.9722638,84098622.2164542,84849874.4780456
"Region","Americas","Americas","Americas","Males 60 or more",34085301.6908516,34659679.2584676,35198569.8816347,35728269.9116641,36280324.0918966,36873277.6952472,37605020.3779671,38389595.873178,39214128.5075743,40055037.9618274,40903465.0060049,41882999.8393107,42856262.0318013,43872168.4718194,44995775.935859,46265964.298602,47692275.0856955,49256022.5525851,50947796.7539786,52746909.0224784,54642122.0091441,56617149.7739768,58672321.4186273,60801929.7305885,63001810.5099233,65272904.3935,65825495.0310251,66399631.8701229
"Region","Americas","Americas","Americas","Females 0 to 14",109375689.778912,110399349.28896,111355145.636209,112220382.787274,112970741.957554,113599604.882531,114288180.421184,114829539.188505,115242114.943824,115550295.647392,115753630.535575,115788278.018707,115766375.006176,115672045.176794,115490148.347645,115232808.160025,115123939.306557,114932331.626926,114676542.578633,114381208.764709,114052426.864339,113716786.157151,113313579.563413,112881776.851982,112457617.867192,112062237.707039,113145465.166346,114270043.975075
"Region","Americas","Americas","Americas","Females 15 to 29",95009150.4889814,95775415.2495682,96513550.8487046,97256832.8572746,98058076.2468755,98954363.9224616,99962555.0796746,101078103.684344,102258520.370518,103439203.511702,104581018.912514,105684095.969711,106743027.048376,107772661.838973,108795104.898272,109818472.070855,110828294.514243,111817085.751261,112749429.507854,113578110.001641,114277226.817902,115028781.403208,115659106.424269,116163192.413484,116546557.120577,116811896.56184,117911813.596108,119056241.689231
"Region","Americas","Americas","Americas","Females 30 to 44",74332940.5081007,76335859.2944005,78292037.5951904,80198449.2103613,82033982.4449282,83766468.2936963,85270020.2892028,86652338.0220323,87915019.6466443,89067061.6685501,90120349.1829283,91121360.9237052,92020973.4634178,92850541.6260383,93644652.9963468,94424272.7887647,95165777.6914464,95923051.3463555,96717619.2824861,97577514.7697192,98516315.3764656,99516826.38089,100618570.095802,101795131.298812,103004543.006331,104216349.660017,105172452.908728,106168170.668662
"Region","Americas","Americas","Americas","Females 45 to 59",43825758.8911877,44941927.7817694,46225499.8491212,47661035.1327979,49234428.562449,50938639.4936528,52748685.0225506,54704390.2039155,56765671.740343,58882354.9438306,61018822.6075294,63165144.0702952,65302890.5724298,67428480.1257494,69547192.6369968,71655286.5753542,73661878.545832,75662181.0672081,77609933.1583078,79443747.1211784,81125360.4851919,82556644.4132834,83861342.7535513,85053921.8430284,86166551.0584716,87223443.3299048,87984618.0020056,88769124.0638865
"Region","Americas","Americas","Americas","Females 60 or more",44664661.8512293,45361912.1487262,46028529.1621939,46690509.4598994,47380957.3643557,48122113.1895322,48882532.1100598,49704511.1316461,50581968.2733079,51503643.3066743,52469885.276323,53473670.7854546,54503254.567949,55606382.604501,56844183.9951187,58255500.0352476,59771458.1772494,61451912.1767126,63291187.6945227,65273342.4422445,67390587.0579888,69535688.4803905,71796290.2760255,74165932.8236543,76638376.7770008,79214796.896236,79882404.4504069,80558112.9144889
"Region","Americas","Americas","Americas","ESTIMATES - TOTAL HOMICIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Region","Americas","Americas","Americas","Number of countries with actual data (sample)",27,27,30,29,30,32,30,30,30,33,38,41,41,42,43,45,46,46,46,44,39,40,41,38,40,34,35,20
"Region","Americas","Americas","Americas","Number of countries with estimated data (covered)",51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
"Region","Americas","Americas","Americas","Proportion of polulation in countries with estimated data",0.999940028997286,0.99993893336316,0.999938312330905,0.999938093256253,0.999938151257485,0.999938396137878,0.999938805546088,0.999939340727822,0.999939989977441,0.99994072127126,0.999941462520959,0.999942237962089,0.999942962381507,0.99994357964366,0.999943912311389,0.999943914906057,0.999943549214205,0.999942849640029,0.999941885423837,0.999940732566074,0.99993948549405,0.99993810489922,0.999936637578326,0.999935219029074,0.999933963352045,0.999933006175315,0.999932754602283,0.999932461697759
"Region","Americas","Americas","Americas","Estimated Homicide Count",116155.47361848,122286.558123864,121211.806280866,126015.793660516,126980.899828203,124624.047446415,124257.456901163,123054.793195448,122449.365582145,120482.520654277,126355.975195681,134196.998086074,135641.541664064,136270.971592485,129478.920194639,128606.78752433,132636.149525916,131435.809936394,140058.069521025,145191.04672877,148166.988555778,156634.488350237,160121.894684566,155830.146415975,157178.327233655,159479.655902554,165251.432363757,173471.064492027
"Region","Americas","Americas","Americas","Lower range - Estimated homicide count",99915.3643388267,106224.874906524,105906.355497201,110833.598874464,112265.594151141,110344.724419548,110172.442639925,109208.02876447,108992.636479321,107575.567221092,113251.031908293,120675.046042407,122233.284970572,123050.091388994,117012.501320003,116460.410824954,120363.108765333,119470.459661032,127573.328398388,132475.429470438,135398.554015992,143371.08999667,146696.08411316,142136.591234703,144236.570860238,145453.312035851,151610.826323771,158004.948898459
"Region","Americas","Americas","Americas","Upper range - Estimated homicide count",133608.760162031,139439.450020423,137489.763867976,142077.847058018,142478.75618251,139643.282794138,139053.447757351,137588.082432209,136532.145729226,133946.593536864,139966.740545349,148183.498660895,149472.837240701,149872.278473607,142291.623445875,141055.493343885,145175.039363865,143630.350018953,152737.962897833,158067.86473361,161062.777424941,169989.174529509,173617.202186203,169705.445507087,170148.21949958,173694.653272951,178926.675662127,189176.925143373
"Region","Americas","Americas","Americas","ESTIMATES - VICTIMS BY SEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Region","Americas","Americas","Americas","Number of countries with actual data (sex)",13,12,14,14,14,13,14,14,12,13,15,17,18,17,23,27,30,31,34,34,31,31,31,29,29,28,25,15
"Region","Americas","Americas","Americas","Number of countries with estimated data (sex)",41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40
"Region","Americas","Americas","Americas","Proportion of polulation in countries with estimated data (sex)",0.999551635436688,0.999552283825318,0.999552935252282,0.999553810565967,0.999555137688085,0.999557067737282,0.99955972429034,0.99956287728903,0.999566111215177,0.999568800481405,0.999570532028313,0.999571200523,0.99957095162226,0.999570102496317,0.999568927536401,0.999567786563943,0.999566722973749,0.999565645573251,0.999564606751306,0.999563554770941,0.999562467409675,0.99956135386687,0.999560933064066,0.999560122041604,0.999559815546889,0.999559324014703,0.999559486744171,0.999500328081766
"Region","Americas","Americas","Americas","Estimated male victims",102278.424837682,107632.201740728,106921.976372617,111081.747005197,112430.622120436,109849.907837545,109724.943378579,109003.722427624,108409.961188289,107091.780933909,112695.008221395,119326.971121425,120905.293576532,121788.405438993,115581.116401869,114739.078586576,118611.717259109,117628.595490237,125778.918247022,129935.102451438,132595.5363485,140040.379505313,143214.752191025,139375.193081632,140615.903704315,142910.648321242,147738.535734671,155179.185549902
"Region","Americas","Americas","Americas","Estimated female victims",13877.0487807975,14654.3563831363,14289.829908249,14934.046655319,14550.2777077667,14774.13960887,14532.5135225838,14051.0707678242,14039.4043938562,13390.7397203676,13660.9669742859,14870.0269646487,14736.2480875322,14482.5661534919,13897.8037927697,13867.7089377543,14024.4322668077,13807.2144461567,14279.151274003,15255.944277332,15571.4522072779,16594.1088449235,16907.1424935405,16454.9533343438,16562.4235293408,16569.0075813121,17512.8966290859,18291.8789421244
"Region","Americas","Americas","Americas","ESTIMATES - VICTIMS BY AGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Region","Americas","Americas","Americas","Number of countries with actual data (age)",,,,,,,,,,,,,,,,21,21,26,25,28,27,29,29,24,25,20,16,4
"Region","Americas","Americas","Americas","Number of countries with estimated data (age)",,,,,,,,,,,,,,,,34,34,34,34,34,34,34,34,34,34,34,34,34
"Region","Americas","Americas","Americas","Proportion of polulation in countries with estimated data (age)",,,,,,,,,,,,,,,,0.972025701753606,0.971913875013924,0.97180425505823,0.971696161952273,0.97158834900429,0.971480014298445,0.971370961596909,0.971262281909973,0.971153421357216,0.971045961072447,0.970939738754784,0.970834380664972,0.97073298416821
